name,datetime,feelslike,precip,precip_type,snow,solar_radiation,conditions,temp_cat
istanbul,2021-01-01,12.6,3.867,rain,0,75.9,"Rain, Partially cloudy",moderate
istanbul,2021-01-02,10.5,0,unkwn,0,96.4,Clear,moderate
istanbul,2021-01-03,11,0,unkwn,0,69.4,Partially cloudy,moderate
istanbul,2021-01-04,12.9,0,unkwn,0,81,Partially cloudy,moderate
istanbul,2021-01-05,13.7,1.102,rain,0,92.7,"Rain, Partially cloudy",moderate
istanbul,2021-01-06,11.2,0.077,rain,0,87.4,"Rain, Partially cloudy",moderate
istanbul,2021-01-07,13.1,0,unkwn,0,85.8,Partially cloudy,moderate
istanbul,2021-01-08,14.9,0,unkwn,0,89.4,Partially cloudy,moderate
istanbul,2021-01-09,10.6,8.992,rain,0,18.2,"Rain, Partially cloudy",moderate
istanbul,2021-01-10,6.3,37.146,rain,0,10.6,"Rain, Overcast",moderate
istanbul,2021-01-11,12.7,2.994,rain,0,50.2,"Rain, Partially cloudy",moderate
istanbul,2021-01-12,12.6,6.43,rain,0,40.9,"Rain, Partially cloudy",moderate
istanbul,2021-01-13,5.3,28.631,rain,0,13.2,"Rain, Partially cloudy",moderate
istanbul,2021-01-14,2.9,1.43,rain,0,21.1,"Rain, Partially cloudy",cold
istanbul,2021-01-15,1.4,9.606,"rain,snow",0.4,39.9,"Snow, Rain, Partially cloudy",cold
istanbul,2021-01-16,-0.1,7.864,"rain,snow",0,38.6,"Snow, Rain, Partially cloudy",cold
istanbul,2021-01-17,-4.6,25.123,"rain,snow",4.3,28.9,"Snow, Rain, Partially cloudy",cold
istanbul,2021-01-18,-4,4.622,"rain,snow",0.7,79.6,"Snow, Rain, Partially cloudy",cold
istanbul,2021-01-19,-3.2,1.687,"rain,snow",0,68.3,"Snow, Rain, Partially cloudy",cold
istanbul,2021-01-20,-0.7,0,unkwn,0,94.7,Partially cloudy,cold
istanbul,2021-01-21,6,0,unkwn,0,107.4,Partially cloudy,moderate
istanbul,2021-01-22,11,0.031,rain,0,101.9,"Rain, Partially cloudy",moderate
istanbul,2021-01-23,12.4,0,unkwn,0,106.1,Partially cloudy,moderate
istanbul,2021-01-24,12.4,3.248,rain,0,84.3,"Rain, Partially cloudy",moderate
istanbul,2021-01-25,12.2,8.89,rain,0,43.4,"Rain, Partially cloudy",moderate
istanbul,2021-01-26,12.7,0.998,rain,0,54.7,"Rain, Partially cloudy",moderate
istanbul,2021-01-27,2.5,26.381,rain,0.5,12.9,"Rain, Partially cloudy",cold
istanbul,2021-01-28,0.5,9.945,"rain,snow",1,77.6,"Snow, Rain, Partially cloudy",cold
istanbul,2021-01-29,2.9,0,unkwn,0,128.1,Partially cloudy,cold
istanbul,2021-01-30,6.8,10.93,rain,0,38,"Rain, Partially cloudy",moderate
istanbul,2021-01-31,9.5,0.419,rain,0,138.5,"Rain, Partially cloudy",moderate
istanbul,2021-02-01,14.4,0,unkwn,0,110.7,Partially cloudy,moderate
istanbul,2021-02-02,13.1,5.182,rain,0,63.7,"Rain, Partially cloudy",moderate
istanbul,2021-02-03,12,0,unkwn,0,119.4,Partially cloudy,moderate
istanbul,2021-02-04,11.8,0.038,rain,0,132.1,Rain,moderate
istanbul,2021-02-05,11.4,0,unkwn,0,131.4,Partially cloudy,moderate
istanbul,2021-02-06,11.1,0,unkwn,0,130.7,Clear,moderate
istanbul,2021-02-07,11.1,0.038,rain,0,127.7,"Rain, Partially cloudy",moderate
istanbul,2021-02-08,16.8,0.077,rain,0,109.8,"Rain, Partially cloudy",pleasant
istanbul,2021-02-09,15.5,1.132,rain,0,122.9,"Rain, Partially cloudy",pleasant
istanbul,2021-02-10,13.8,4.827,rain,0,136.6,"Rain, Partially cloudy",moderate
istanbul,2021-02-11,14.5,0,unkwn,0,134.4,Partially cloudy,moderate
istanbul,2021-02-12,2.3,8.9,"rain,snow",0,21.1,"Snow, Rain, Partially cloudy",cold
istanbul,2021-02-13,-3.5,0,unkwn,0,115.4,Partially cloudy,cold
istanbul,2021-02-14,-5.6,17.86,"rain,snow",9.9,18.1,"Snow, Rain, Overcast",cold
istanbul,2021-02-15,-3.9,12.22,"rain,snow",3.4,59.1,"Snow, Rain, Partially cloudy",cold
istanbul,2021-02-16,-5.2,3.457,"rain,snow",5.2,122.9,"Snow, Rain, Partially cloudy",cold
istanbul,2021-02-17,-3,4.069,"rain,snow",2.2,100.6,"Snow, Rain, Partially cloudy",cold
istanbul,2021-02-18,0.8,1.543,rain,0,39.5,"Rain, Partially cloudy",cold
istanbul,2021-02-19,0.7,0.128,rain,0,59.7,"Rain, Partially cloudy",cold
istanbul,2021-02-20,0.5,0,unkwn,0,143.3,Partially cloudy,cold
istanbul,2021-02-21,2.3,0,unkwn,0,176,Partially cloudy,cold
istanbul,2021-02-22,3.7,0,unkwn,0,177.2,Clear,cold
istanbul,2021-02-23,6.2,0,unkwn,0,186.7,Clear,moderate
istanbul,2021-02-24,4.4,0,unkwn,0,33.1,Partially cloudy,cold
istanbul,2021-02-25,5.1,0.44,rain,0,99.6,"Rain, Partially cloudy",moderate
istanbul,2021-02-26,6.5,0,unkwn,0,159.2,Clear,moderate
istanbul,2021-02-27,7.8,0.024,rain,0,189.9,Rain,moderate
istanbul,2021-02-28,5,0.237,rain,0,106.9,"Rain, Partially cloudy",moderate
istanbul,2021-03-01,4.8,0.346,rain,0,163,"Rain, Partially cloudy",cold
istanbul,2021-03-02,2.6,7.03,rain,0,97.5,"Rain, Partially cloudy",cold
istanbul,2021-03-03,3.5,2.41,rain,0,101.5,"Rain, Partially cloudy",cold
istanbul,2021-03-04,5,0.024,rain,0,210.7,Rain,moderate
istanbul,2021-03-05,10.1,0,unkwn,0,203.1,Clear,moderate
istanbul,2021-03-06,8.3,4.213,rain,0,71.1,"Rain, Partially cloudy",moderate
istanbul,2021-03-07,1.7,10.91,rain,0,85.9,"Rain, Partially cloudy",cold
istanbul,2021-03-08,4.2,0,unkwn,0,204.2,Clear,cold
istanbul,2021-03-09,6.5,0,unkwn,0,191,Partially cloudy,moderate
istanbul,2021-03-10,6.5,0.029,rain,0,186.4,"Rain, Partially cloudy",moderate
istanbul,2021-03-11,2.7,8.198,rain,0,79.3,"Rain, Partially cloudy",cold
istanbul,2021-03-12,4.6,0,unkwn,0,192.1,Partially cloudy,cold
istanbul,2021-03-13,8.2,0,unkwn,0,201.3,Partially cloudy,moderate
istanbul,2021-03-14,10.5,0,unkwn,0,214.5,Clear,moderate
istanbul,2021-03-15,12.6,0,unkwn,0,186,Partially cloudy,moderate
istanbul,2021-03-16,9.5,5.221,rain,0,192.7,"Rain, Partially cloudy",moderate
istanbul,2021-03-17,5,3.785,rain,0,63.7,"Rain, Partially cloudy",moderate
istanbul,2021-03-18,5.5,3.781,rain,0,58.8,"Rain, Partially cloudy",moderate
istanbul,2021-03-19,5.8,3.06,rain,0,78.4,"Rain, Partially cloudy",moderate
istanbul,2021-03-20,5.3,4.662,rain,0,95.5,"Rain, Partially cloudy",moderate
istanbul,2021-03-21,2.6,15.084,rain,0,21,"Rain, Partially cloudy",cold
istanbul,2021-03-22,6.4,9.894,rain,0,127.2,"Rain, Partially cloudy",moderate
istanbul,2021-03-23,1.8,21.978,rain,0,25.5,"Rain, Partially cloudy",cold
istanbul,2021-03-24,0.6,5.289,rain,0,69.9,"Rain, Partially cloudy",cold
istanbul,2021-03-25,0.9,0.348,rain,0,70.2,"Rain, Partially cloudy",cold
istanbul,2021-03-26,4.2,0.649,rain,0,74.2,"Rain, Partially cloudy",cold
istanbul,2021-03-27,8.3,0,unkwn,0,228.8,Partially cloudy,moderate
istanbul,2021-03-28,9.6,0,unkwn,0,250.4,Clear,moderate
istanbul,2021-03-29,8.7,0.081,rain,0,199.7,"Rain, Partially cloudy",moderate
istanbul,2021-03-30,4.5,4.567,rain,0,175.5,"Rain, Partially cloudy",cold
istanbul,2021-03-31,4.3,0.332,rain,0,118.2,"Rain, Partially cloudy",cold
istanbul,2021-04-01,4.6,0.03,rain,0,108.8,"Rain, Partially cloudy",cold
istanbul,2021-04-02,9.2,0,unkwn,0,245.4,Partially cloudy,moderate
istanbul,2021-04-03,14.7,0.222,rain,0,220.8,"Rain, Partially cloudy",moderate
istanbul,2021-04-04,10.9,0.497,rain,0,118.2,"Rain, Partially cloudy",moderate
istanbul,2021-04-05,5.9,16.443,rain,0,39.8,"Rain, Partially cloudy",moderate
istanbul,2021-04-06,11.8,1.447,rain,0,216.7,"Rain, Partially cloudy",moderate
istanbul,2021-04-07,14.9,0,unkwn,0,244.9,Partially cloudy,moderate
istanbul,2021-04-08,2.6,15.613,rain,0,32.7,"Rain, Partially cloudy",cold
istanbul,2021-04-09,4.4,6.637,rain,0,208.1,"Rain, Partially cloudy",cold
istanbul,2021-04-10,5.3,0,unkwn,0,251.1,Partially cloudy,moderate
istanbul,2021-04-11,6.5,0.024,rain,0,216.7,"Rain, Partially cloudy",moderate
istanbul,2021-04-12,10.2,0.01,rain,0,244,"Rain, Partially cloudy",moderate
istanbul,2021-04-13,12.2,0,unkwn,0,277,Partially cloudy,moderate
istanbul,2021-04-14,15.2,1.181,rain,0,255.8,"Rain, Partially cloudy",pleasant
istanbul,2021-04-15,10.6,0.492,rain,0,220.8,"Rain, Partially cloudy",moderate
istanbul,2021-04-16,9.8,0.37,rain,0,193.8,"Rain, Partially cloudy",moderate
istanbul,2021-04-17,9.9,0.869,rain,0,175.7,"Rain, Partially cloudy",moderate
istanbul,2021-04-18,9.7,0,unkwn,0,190,Partially cloudy,moderate
istanbul,2021-04-19,10.6,2.065,rain,0,43.4,"Rain, Partially cloudy",moderate
istanbul,2021-04-20,12.4,0.013,rain,0,238.5,"Rain, Partially cloudy",moderate
istanbul,2021-04-21,12.9,0,unkwn,0,271.3,Partially cloudy,moderate
istanbul,2021-04-22,14.1,0.011,rain,0,262,Rain,moderate
istanbul,2021-04-23,15.8,0,unkwn,0,217.6,Partially cloudy,pleasant
istanbul,2021-04-24,13.2,0.525,rain,0,136.5,"Rain, Partially cloudy",moderate
istanbul,2021-04-25,10.4,1.024,rain,0,42.5,"Rain, Partially cloudy",moderate
istanbul,2021-04-26,10.9,0.049,rain,0,234.6,"Rain, Partially cloudy",moderate
istanbul,2021-04-27,13.4,0,unkwn,0,268.4,Partially cloudy,moderate
istanbul,2021-04-28,14.2,0,unkwn,0,262.2,Partially cloudy,moderate
istanbul,2021-04-29,14.1,0.103,rain,0,249.7,"Rain, Partially cloudy",moderate
istanbul,2021-04-30,18,0,unkwn,0,284,Partially cloudy,pleasant
istanbul,2021-05-01,21.3,0,unkwn,0,286.2,Partially cloudy,pleasant
istanbul,2021-05-02,23,0,unkwn,0,252.7,Partially cloudy,pleasant
istanbul,2021-05-03,22,0,unkwn,0,270.1,Partially cloudy,pleasant
istanbul,2021-05-04,18.1,0.002,rain,0,271.2,"Rain, Partially cloudy",pleasant
istanbul,2021-05-05,16.5,0,unkwn,0,268.6,Partially cloudy,pleasant
istanbul,2021-05-06,18,0.354,rain,0,240.8,"Rain, Partially cloudy",pleasant
istanbul,2021-05-07,20.9,0,unkwn,0,281,Partially cloudy,pleasant
istanbul,2021-05-08,17.8,2.012,rain,0,156.8,"Rain, Partially cloudy",pleasant
istanbul,2021-05-09,14.2,0.056,rain,0,295.3,"Rain, Partially cloudy",moderate
istanbul,2021-05-10,13.1,0,unkwn,0,319.9,Clear,moderate
istanbul,2021-05-11,13.5,0,unkwn,0,324.9,Clear,moderate
istanbul,2021-05-12,14.5,0,unkwn,0,328.5,Clear,moderate
istanbul,2021-05-13,16.6,0,unkwn,0,314.6,Clear,pleasant
istanbul,2021-05-14,20.3,0,unkwn,0,280.4,Clear,pleasant
istanbul,2021-05-15,19.4,0,unkwn,0,298.1,Partially cloudy,pleasant
istanbul,2021-05-16,18.6,1.315,rain,0,269.6,"Rain, Partially cloudy",pleasant
istanbul,2021-05-17,19,1.473,rain,0,272.9,"Rain, Partially cloudy",pleasant
istanbul,2021-05-18,18.5,4.115,rain,0,197.1,"Rain, Partially cloudy",pleasant
istanbul,2021-05-19,20.7,1.692,rain,0,320.3,Rain,pleasant
istanbul,2021-05-20,21.2,0,unkwn,0,310.7,Partially cloudy,pleasant
istanbul,2021-05-21,15.4,13.248,rain,0,76.9,"Rain, Partially cloudy",pleasant
istanbul,2021-05-22,16.1,3.567,rain,0,229,"Rain, Partially cloudy",pleasant
istanbul,2021-05-23,18.4,0,unkwn,0,331,Clear,pleasant
istanbul,2021-05-24,20.2,0,unkwn,0,321.6,Partially cloudy,pleasant
istanbul,2021-05-25,19.3,0.024,rain,0,323.5,Rain,pleasant
istanbul,2021-05-26,18.1,0,unkwn,0,214.5,Partially cloudy,pleasant
istanbul,2021-05-27,17.7,0.232,rain,0,294.4,"Rain, Partially cloudy",pleasant
istanbul,2021-05-28,18.4,0.002,rain,0,222.4,"Rain, Partially cloudy",pleasant
istanbul,2021-05-29,17.8,0.42,rain,0,156.7,"Rain, Partially cloudy",pleasant
istanbul,2021-05-30,19,0.051,rain,0,300.4,"Rain, Partially cloudy",pleasant
istanbul,2021-05-31,17.9,1.532,rain,0,102.4,"Rain, Partially cloudy",pleasant
istanbul,2021-06-01,16.3,25.18,rain,0,112.1,"Rain, Partially cloudy",pleasant
istanbul,2021-06-02,14.6,1.339,rain,0,93.5,"Rain, Partially cloudy",moderate
istanbul,2021-06-03,16.3,0.818,rain,0,209,"Rain, Partially cloudy",pleasant
istanbul,2021-06-04,17.7,0.043,rain,0,300.3,"Rain, Partially cloudy",pleasant
istanbul,2021-06-05,17.9,0,unkwn,0,276.4,Partially cloudy,pleasant
istanbul,2021-06-06,20.2,0,unkwn,0,303.2,Clear,pleasant
istanbul,2021-06-07,20.7,0,unkwn,0,275.5,Partially cloudy,pleasant
istanbul,2021-06-08,20.6,0.492,rain,0,227.5,"Rain, Partially cloudy",pleasant
istanbul,2021-06-09,21,0,unkwn,0,321.6,Clear,pleasant
istanbul,2021-06-10,21.5,0.024,rain,0,321.5,Rain,pleasant
istanbul,2021-06-11,21.6,0,unkwn,0,301.2,Clear,pleasant
istanbul,2021-06-12,21.7,0.099,rain,0,316.6,"Rain, Partially cloudy",pleasant
istanbul,2021-06-13,21.8,0.24,rain,0,308.1,"Rain, Partially cloudy",pleasant
istanbul,2021-06-14,18.2,14.384,rain,0,55.7,"Rain, Partially cloudy",pleasant
istanbul,2021-06-15,17,11.218,rain,0,168.9,"Rain, Partially cloudy",pleasant
istanbul,2021-06-16,17.4,9.952,rain,0,125.4,"Rain, Partially cloudy",pleasant
istanbul,2021-06-17,19.8,1.836,rain,0,186.9,"Rain, Partially cloudy",pleasant
istanbul,2021-06-18,20.5,1.64,rain,0,220.2,"Rain, Partially cloudy",pleasant
istanbul,2021-06-19,20.5,18.507,rain,0,105.7,"Rain, Partially cloudy",pleasant
istanbul,2021-06-20,21.3,0.072,rain,0,253.3,"Rain, Partially cloudy",pleasant
istanbul,2021-06-21,21.4,0,unkwn,0,232.3,Partially cloudy,pleasant
istanbul,2021-06-22,23,0,unkwn,0,275.9,Partially cloudy,pleasant
istanbul,2021-06-23,23.1,3.894,rain,0,214.9,"Rain, Partially cloudy",pleasant
istanbul,2021-06-24,23.3,0,unkwn,0,272.4,Clear,pleasant
istanbul,2021-06-25,27,0.019,rain,0,275.3,"Rain, Partially cloudy",hot
istanbul,2021-06-26,26.1,0,unkwn,0,258.2,Partially cloudy,hot
istanbul,2021-06-27,26.8,0,unkwn,0,245.4,Clear,hot
istanbul,2021-06-28,25.9,0,unkwn,0,217.8,Partially cloudy,hot
istanbul,2021-06-29,25.7,0,unkwn,0,250,Clear,hot
istanbul,2021-06-30,26.1,0.024,rain,0,254.1,Rain,hot
istanbul,2021-07-01,27,0.024,rain,0,246.3,Rain,hot
istanbul,2021-07-02,27.2,0,unkwn,0,301.5,Partially cloudy,hot
istanbul,2021-07-03,24.3,1.543,rain,0,105.9,"Rain, Partially cloudy",pleasant
istanbul,2021-07-04,23.4,0.699,rain,0,210.4,"Rain, Partially cloudy",pleasant
istanbul,2021-07-05,25.2,0.41,rain,0,157.3,"Rain, Partially cloudy",hot
istanbul,2021-07-06,22.3,12.451,rain,0,54.4,"Rain, Partially cloudy",pleasant
istanbul,2021-07-07,23.6,0,unkwn,0,219.3,Partially cloudy,pleasant
istanbul,2021-07-08,23.9,0.864,rain,0,245.9,"Rain, Partially cloudy",pleasant
istanbul,2021-07-09,25.4,0,unkwn,0,218.8,Partially cloudy,hot
istanbul,2021-07-10,25.3,0,unkwn,0,248.5,Clear,hot
istanbul,2021-07-11,26.5,0,unkwn,0,232.9,Partially cloudy,hot
istanbul,2021-07-12,27,0,unkwn,0,223.6,Partially cloudy,hot
istanbul,2021-07-13,27,0,unkwn,0,326.8,Clear,hot
istanbul,2021-07-14,26.7,0,unkwn,0,288.4,Partially cloudy,hot
istanbul,2021-07-15,28,0,unkwn,0,306.5,Clear,hot
istanbul,2021-07-16,28.4,0,unkwn,0,283.2,Clear,hot
istanbul,2021-07-17,29.3,0,unkwn,0,309.8,Partially cloudy,hot
istanbul,2021-07-18,29.7,0,unkwn,0,312.4,Partially cloudy,hot
istanbul,2021-07-19,30.1,0,unkwn,0,292.1,Partially cloudy,hot
istanbul,2021-07-20,29.4,0,unkwn,0,288.5,Partially cloudy,hot
istanbul,2021-07-21,28,0.415,rain,0,221.1,"Rain, Partially cloudy",hot
istanbul,2021-07-22,24.7,0.308,rain,0,257.8,"Rain, Partially cloudy",pleasant
istanbul,2021-07-23,24.4,0.021,rain,0,258.5,"Rain, Partially cloudy",pleasant
istanbul,2021-07-24,23.8,1.09,rain,0,223,"Rain, Partially cloudy",pleasant
istanbul,2021-07-25,25,0.024,rain,0,291,"Rain, Partially cloudy",hot
istanbul,2021-07-26,26.5,0,unkwn,0,275.5,Partially cloudy,hot
istanbul,2021-07-27,27.2,0,unkwn,0,318.2,Clear,hot
istanbul,2021-07-28,28.4,0.024,rain,0,309.3,Rain,hot
istanbul,2021-07-29,28.8,0,unkwn,0,315.5,Clear,hot
istanbul,2021-07-30,29.1,0,unkwn,0,315.7,Clear,hot
istanbul,2021-07-31,30.2,0,unkwn,0,308.2,Clear,hot
istanbul,2021-08-01,30.3,0,unkwn,0,304.1,Clear,hot
istanbul,2021-08-02,29.4,0,unkwn,0,316.9,Clear,hot
istanbul,2021-08-03,31,0,unkwn,0,306.2,Clear,hot
istanbul,2021-08-04,30.5,0,unkwn,0,283.9,Partially cloudy,hot
istanbul,2021-08-05,30.9,0,unkwn,0,308.4,Clear,hot
istanbul,2021-08-06,30.5,0,unkwn,0,228.1,Partially cloudy,hot
istanbul,2021-08-07,27.1,0.023,rain,0,204,"Rain, Partially cloudy",hot
istanbul,2021-08-08,26.1,0,unkwn,0,268.5,Partially cloudy,hot
istanbul,2021-08-09,25.7,0,unkwn,0,296.9,Clear,hot
istanbul,2021-08-10,26.5,0.021,rain,0,292.8,Rain,hot
istanbul,2021-08-11,27.6,0,unkwn,0,262.7,Partially cloudy,hot
istanbul,2021-08-12,27.2,0.006,rain,0,238.5,Rain,hot
istanbul,2021-08-13,26.2,0,unkwn,0,255.8,Partially cloudy,hot
istanbul,2021-08-14,25.4,0,unkwn,0,237.6,Partially cloudy,hot
istanbul,2021-08-15,25.1,0,unkwn,0,279.7,Partially cloudy,hot
istanbul,2021-08-16,25.1,0,unkwn,0,293.4,Clear,hot
istanbul,2021-08-17,26.5,0,unkwn,0,291.5,Clear,hot
istanbul,2021-08-18,27,0,unkwn,0,290.6,Partially cloudy,hot
istanbul,2021-08-19,25,0.707,rain,0,167.2,"Rain, Partially cloudy",hot
istanbul,2021-08-20,24.1,0.513,rain,0,251.6,"Rain, Partially cloudy",pleasant
istanbul,2021-08-21,24,0,unkwn,0,256.2,Partially cloudy,pleasant
istanbul,2021-08-22,24.7,0,unkwn,0,208.3,Partially cloudy,pleasant
istanbul,2021-08-23,25.7,0.24,rain,0,264.1,"Rain, Partially cloudy",hot
istanbul,2021-08-24,25.6,0,unkwn,0,269.9,Partially cloudy,hot
istanbul,2021-08-25,26.2,0,unkwn,0,242.6,Partially cloudy,hot
istanbul,2021-08-26,26.2,0,unkwn,0,268.1,Clear,hot
istanbul,2021-08-27,28,0,unkwn,0,249.3,Partially cloudy,hot
istanbul,2021-08-28,28.5,0,unkwn,0,254.9,Clear,hot
istanbul,2021-08-29,28.3,0,unkwn,0,201.5,Partially cloudy,hot
istanbul,2021-08-30,25.5,0,unkwn,0,136.2,Partially cloudy,hot
istanbul,2021-08-31,25.6,0,unkwn,0,236.4,Partially cloudy,hot
istanbul,2021-09-01,24.8,0,unkwn,0,248.5,Partially cloudy,pleasant
istanbul,2021-09-02,22.9,0.146,rain,0,212.6,"Rain, Partially cloudy",pleasant
istanbul,2021-09-03,20.5,4.622,rain,0,220.9,"Rain, Partially cloudy",pleasant
istanbul,2021-09-04,20.7,0,unkwn,0,238.6,Partially cloudy,pleasant
istanbul,2021-09-05,22.1,0.049,rain,0,171,"Rain, Partially cloudy",pleasant
istanbul,2021-09-06,22.1,0.652,rain,0,204.3,"Rain, Partially cloudy",pleasant
istanbul,2021-09-07,20.6,0,unkwn,0,234.6,Partially cloudy,pleasant
istanbul,2021-09-08,20.6,0,unkwn,0,237.5,Partially cloudy,pleasant
istanbul,2021-09-09,21.2,0.102,rain,0,212.7,"Rain, Partially cloudy",pleasant
istanbul,2021-09-10,20.1,3.842,rain,0,78.3,"Rain, Partially cloudy",pleasant
istanbul,2021-09-11,19.8,2.981,rain,0,170.1,"Rain, Partially cloudy",pleasant
istanbul,2021-09-12,20,0,unkwn,0,208.3,Partially cloudy,pleasant
istanbul,2021-09-13,21.1,0,unkwn,0,204.7,Partially cloudy,pleasant
istanbul,2021-09-14,21.4,0,unkwn,0,156.2,Partially cloudy,pleasant
istanbul,2021-09-15,21.9,0,unkwn,0,104.1,Partially cloudy,pleasant
istanbul,2021-09-16,22.3,0,unkwn,0,111,Partially cloudy,pleasant
istanbul,2021-09-17,22.4,0,unkwn,0,199.8,Partially cloudy,pleasant
istanbul,2021-09-18,25,0.051,rain,0,162.8,"Rain, Partially cloudy",hot
istanbul,2021-09-19,22.8,1.481,rain,0,190.4,"Rain, Partially cloudy",pleasant
istanbul,2021-09-20,25,0,unkwn,0,189.3,Partially cloudy,hot
istanbul,2021-09-21,20.9,0.008,rain,0,48.1,"Rain, Partially cloudy",pleasant
istanbul,2021-09-22,17.8,0.103,rain,0,46.5,"Rain, Partially cloudy",pleasant
istanbul,2021-09-23,14.4,16.536,rain,0,51.2,"Rain, Partially cloudy",moderate
istanbul,2021-09-24,16.5,0.168,rain,0,127.1,"Rain, Partially cloudy",pleasant
istanbul,2021-09-25,20.1,0,unkwn,0,156.4,Partially cloudy,pleasant
istanbul,2021-09-26,19.5,0,unkwn,0,194.5,Clear,pleasant
istanbul,2021-09-27,19.8,0,unkwn,0,195.4,Clear,pleasant
istanbul,2021-09-28,18.9,0,unkwn,0,90.6,Partially cloudy,pleasant
istanbul,2021-09-29,18.2,0.574,rain,0,105.2,"Rain, Partially cloudy",pleasant
istanbul,2021-09-30,17.3,3.12,rain,0,82.8,"Rain, Partially cloudy",pleasant
istanbul,2021-10-01,15.8,4.226,rain,0,39.3,"Rain, Partially cloudy",pleasant
