name,datetime,feelslike,precip,precip_type,snow,solar_radiation,conditions,temp_cat
istanbul,2021-10-02,15.5,7.426,rain,0,41.9,"Rain, Partially cloudy",pleasant
istanbul,2021-10-03,16.4,0.019,rain,0,105.6,"Rain, Partially cloudy",pleasant
istanbul,2021-10-04,17,0.438,rain,0,156.4,"Rain, Partially cloudy",pleasant
istanbul,2021-10-05,16.7,0,unkwn,0,112.9,Partially cloudy,pleasant
istanbul,2021-10-06,16,0.4,rain,0,79,"Rain, Partially cloudy",pleasant
istanbul,2021-10-07,16.3,0.413,rain,0,137.3,"Rain, Partially cloudy",pleasant
istanbul,2021-10-08,16.8,0.051,rain,0,121.9,"Rain, Partially cloudy",pleasant
istanbul,2021-10-09,17.1,4.605,rain,0,100.2,"Rain, Partially cloudy",pleasant
istanbul,2021-10-10,16.3,0.149,rain,0,77.1,"Rain, Partially cloudy",pleasant
istanbul,2021-10-11,18,0.024,rain,0,63.9,"Rain, Partially cloudy",pleasant
istanbul,2021-10-12,17.2,3.141,rain,0,101.1,"Rain, Partially cloudy",pleasant
istanbul,2021-10-13,14.5,12.579,rain,0,29.1,"Rain, Partially cloudy",moderate
istanbul,2021-10-14,16.3,0,unkwn,0,134.9,Partially cloudy,pleasant
istanbul,2021-10-15,17.7,0.116,rain,0,103.8,"Rain, Partially cloudy",pleasant
istanbul,2021-10-16,18.6,6.884,rain,0,132.7,"Rain, Partially cloudy",pleasant
istanbul,2021-10-17,14.6,14.958,rain,0,25.1,"Rain, Partially cloudy",moderate
istanbul,2021-10-18,14.5,0.116,rain,0,76.3,"Rain, Partially cloudy",moderate
istanbul,2021-10-19,14.6,0.058,rain,0,100.4,"Rain, Partially cloudy",moderate
istanbul,2021-10-20,13.5,0,unkwn,0,136.5,Partially cloudy,moderate
istanbul,2021-10-21,13.8,0,unkwn,0,161.7,Clear,moderate
istanbul,2021-10-22,16.7,0,unkwn,0,159.2,Clear,pleasant
istanbul,2021-10-23,16,0,unkwn,0,145.5,Clear,pleasant
istanbul,2021-10-24,13.2,3.47,rain,0,24.6,"Rain, Partially cloudy",moderate
istanbul,2021-10-25,12.6,0,unkwn,0,106.8,Partially cloudy,moderate
istanbul,2021-10-26,12.7,0,unkwn,0,148.9,Partially cloudy,moderate
istanbul,2021-10-27,13.5,0,unkwn,0,128,Partially cloudy,moderate
istanbul,2021-10-28,13.9,0,unkwn,0,76.1,Partially cloudy,moderate
istanbul,2021-10-29,13.5,0,unkwn,0,91.6,Partially cloudy,moderate
istanbul,2021-10-30,14.7,0,unkwn,0,131.4,Partially cloudy,moderate
istanbul,2021-10-31,14.2,0,unkwn,0,127.6,Partially cloudy,moderate
istanbul,2021-11-01,14.2,4.196,rain,0,77.5,"Rain, Partially cloudy",moderate
istanbul,2021-11-02,15.2,8.707,rain,0,123.1,"Rain, Partially cloudy",pleasant
istanbul,2021-11-03,17.2,10.427,rain,0,93.8,"Rain, Partially cloudy",pleasant
istanbul,2021-11-04,17.8,0.024,rain,0,127.3,Rain,pleasant
istanbul,2021-11-05,16.3,0,unkwn,0,114.8,Partially cloudy,pleasant
istanbul,2021-11-06,14.6,0.126,rain,0,115.4,"Rain, Partially cloudy",moderate
istanbul,2021-11-07,15.1,0.307,rain,0,102.4,"Rain, Partially cloudy",pleasant
istanbul,2021-11-08,14.4,0,unkwn,0,119.3,Partially cloudy,moderate
istanbul,2021-11-09,14.7,0.132,rain,0,79.1,"Rain, Partially cloudy",moderate
istanbul,2021-11-10,10.6,9.446,rain,0,64.5,"Rain, Partially cloudy",moderate
istanbul,2021-11-11,9.9,0,unkwn,0,101.2,Partially cloudy,moderate
istanbul,2021-11-12,10.1,0,unkwn,0,125.5,Clear,moderate
istanbul,2021-11-13,9.8,0,unkwn,0,110.4,Partially cloudy,moderate
istanbul,2021-11-14,10.5,0.024,rain,0,109.4,"Rain, Partially cloudy",moderate
istanbul,2021-11-15,12.8,0,unkwn,0,104.1,Partially cloudy,moderate
istanbul,2021-11-16,12.6,0,unkwn,0,74.1,Partially cloudy,moderate
istanbul,2021-11-17,11.1,0,unkwn,0,72.1,Partially cloudy,moderate
istanbul,2021-11-18,11.3,0,unkwn,0,27.9,Partially cloudy,moderate
istanbul,2021-11-19,9.6,0.727,rain,0,15.7,"Rain, Partially cloudy",moderate
istanbul,2021-11-20,9,0.046,rain,0,97,"Rain, Partially cloudy",moderate
istanbul,2021-11-21,9.5,0,unkwn,0,113.3,Clear,moderate
istanbul,2021-11-22,13.1,0,unkwn,0,110.4,Clear,moderate
istanbul,2021-11-23,13.9,15.05,rain,0,27.6,"Rain, Partially cloudy",moderate
istanbul,2021-11-24,11.1,11.214,rain,0,20.8,"Rain, Partially cloudy",moderate
istanbul,2021-11-25,9.6,0.062,rain,0,61.2,"Rain, Partially cloudy",moderate
istanbul,2021-11-26,11.6,0.342,rain,0,85.1,"Rain, Partially cloudy",moderate
istanbul,2021-11-27,16.2,8.072,rain,0,95.4,"Rain, Partially cloudy",pleasant
istanbul,2021-11-28,16.1,3.399,rain,0,59.9,"Rain, Partially cloudy",pleasant
istanbul,2021-11-29,18,9.112,rain,0,44.5,"Rain, Partially cloudy",pleasant
istanbul,2021-11-30,11,20.533,rain,0,29.8,"Rain, Partially cloudy",moderate
istanbul,2021-12-01,7.1,0.268,rain,0,86,"Rain, Partially cloudy",moderate
istanbul,2021-12-02,11.9,0,unkwn,0,107.9,Clear,moderate
istanbul,2021-12-03,15.4,0.863,rain,0,101.2,"Rain, Partially cloudy",pleasant
istanbul,2021-12-04,13.2,7.875,rain,0,32.1,"Rain, Partially cloudy",moderate
istanbul,2021-12-05,11.6,0.023,rain,0,59.5,"Rain, Partially cloudy",moderate
istanbul,2021-12-06,14.7,0.062,rain,0,94.6,"Rain, Partially cloudy",moderate
istanbul,2021-12-07,14.3,4.665,rain,0,69.6,"Rain, Partially cloudy",moderate
istanbul,2021-12-08,9,5.732,rain,0,14,"Rain, Partially cloudy",moderate
istanbul,2021-12-09,11.5,0.56,rain,0,90,"Rain, Partially cloudy",moderate
istanbul,2021-12-10,14.8,1.673,rain,0,87,"Rain, Partially cloudy",moderate
istanbul,2021-12-11,14.8,10.3,rain,0,74.9,"Rain, Partially cloudy",moderate
istanbul,2021-12-12,14.1,5.91,rain,0,35.3,"Rain, Partially cloudy",moderate
istanbul,2021-12-13,10.2,14.067,rain,0,28.9,"Rain, Partially cloudy",moderate
istanbul,2021-12-14,9.5,3.168,rain,0,18.3,"Rain, Partially cloudy",moderate
istanbul,2021-12-15,2.7,17.201,rain,0,11.2,"Rain, Overcast",cold
istanbul,2021-12-16,2.2,25.788,rain,0,17.4,"Rain, Partially cloudy",cold
istanbul,2021-12-17,2.5,5.987,rain,0,17.5,"Rain, Overcast",cold
istanbul,2021-12-18,2.4,18.377,rain,0,17.2,"Rain, Partially cloudy",cold
istanbul,2021-12-19,1.6,14.054,rain,0,34.1,"Rain, Partially cloudy",cold
istanbul,2021-12-20,3.2,0.102,rain,0,21.5,"Rain, Partially cloudy",cold
istanbul,2021-12-21,1.8,0.308,rain,0,82.2,"Rain, Partially cloudy",cold
istanbul,2021-12-22,0,2.531,"rain,snow",0,70.5,"Snow, Rain, Partially cloudy",cold
istanbul,2021-12-23,-0.4,0.685,"rain,snow",0,57.6,"Snow, Rain, Partially cloudy",cold
istanbul,2021-12-24,2.2,0,unkwn,0,93.1,Partially cloudy,cold
istanbul,2021-12-25,8.5,0,unkwn,0,84.7,Partially cloudy,moderate
istanbul,2021-12-26,12.6,0,unkwn,0,56.6,Partially cloudy,moderate
istanbul,2021-12-27,13.8,0,unkwn,0,82.9,Partially cloudy,moderate
istanbul,2021-12-28,14.2,0,unkwn,0,39.9,Partially cloudy,moderate
istanbul,2021-12-29,11.4,3.455,rain,0,55.6,"Rain, Partially cloudy",moderate
istanbul,2021-12-30,11,2.551,rain,0,46.5,"Rain, Partially cloudy",moderate
istanbul,2021-12-31,6.9,0.048,rain,0,20.9,"Rain, Partially cloudy",moderate
istanbul,2022-01-01,8.1,0.286,rain,0,31.8,"Rain, Partially cloudy",moderate
istanbul,2022-01-02,9.3,5.942,rain,0,22.5,"Rain, Partially cloudy",moderate
istanbul,2022-01-03,9.5,0,unkwn,0,85.4,Partially cloudy,moderate
istanbul,2022-01-04,11.5,0,unkwn,0,98.5,Partially cloudy,moderate
istanbul,2022-01-05,12.8,0,unkwn,0,101.4,Partially cloudy,moderate
istanbul,2022-01-06,14.7,0,unkwn,0,102,Partially cloudy,moderate
istanbul,2022-01-07,9.5,0.06,rain,0,17.2,"Rain, Partially cloudy",moderate
istanbul,2022-01-08,9.2,0.413,rain,0,38.7,"Rain, Partially cloudy",moderate
istanbul,2022-01-09,9.2,0,unkwn,0,55.9,Partially cloudy,moderate
istanbul,2022-01-10,9.3,0.536,rain,0,40.2,"Rain, Partially cloudy",moderate
istanbul,2022-01-11,5.1,0.662,rain,0,16.5,"Rain, Partially cloudy",moderate
istanbul,2022-01-12,-2.3,20.453,"rain,snow",1,17.4,"Snow, Rain, Partially cloudy",cold
istanbul,2022-01-13,-3.5,0.453,"rain,snow",0.1,35.3,"Snow, Rain, Partially cloudy",cold
istanbul,2022-01-14,-0.4,0,unkwn,0,122.4,Partially cloudy,cold
istanbul,2022-01-15,2.9,0,rain,0,72.2,Partially cloudy,cold
istanbul,2022-01-16,1.3,1.192,"rain,snow",0,53.9,"Snow, Rain, Partially cloudy",cold
istanbul,2022-01-17,2.8,0,rain,0,115.7,Partially cloudy,cold
istanbul,2022-01-18,2.7,0.928,rain,0,55.4,"Rain, Partially cloudy",cold
istanbul,2022-01-19,-1.5,0.806,"rain,snow",0,61.2,"Snow, Rain, Partially cloudy",cold
istanbul,2022-01-20,1.4,0,unkwn,0,131.5,Partially cloudy,cold
istanbul,2022-01-21,3.8,12.608,"rain,snow",0.1,34.6,"Snow, Rain, Partially cloudy",cold
istanbul,2022-01-22,-1.9,12.49,"rain,snow",4.3,22.4,"Snow, Rain, Partially cloudy",cold
istanbul,2022-01-23,-4.7,1.503,"rain,snow",7.2,60.7,"Snow, Rain, Partially cloudy",cold
istanbul,2022-01-24,-4.6,7.737,"rain,snow",1.5,65.3,"Snow, Rain, Partially cloudy",cold
istanbul,2022-01-25,-4.1,15.153,"rain,snow",4.1,122.5,"Snow, Rain, Partially cloudy",cold
istanbul,2022-01-26,-2.7,50.407,"rain,snow",2.4,115,"Snow, Rain, Partially cloudy",cold
istanbul,2022-01-27,1.5,39.513,"rain,snow",0.1,44.5,"Snow, Rain, Partially cloudy",cold
istanbul,2022-01-28,2,0.701,rain,0,141.6,"Rain, Partially cloudy",cold
istanbul,2022-01-29,4.2,13.753,rain,0,84.9,"Rain, Partially cloudy",cold
istanbul,2022-01-30,2.5,0,rain,0,119.8,Partially cloudy,cold
istanbul,2022-01-31,5,0,unkwn,0,96.9,Partially cloudy,moderate
istanbul,2022-02-01,5.7,0.547,rain,0,68.8,"Rain, Partially cloudy",moderate
istanbul,2022-02-02,6.6,9.285,rain,0,30.3,"Rain, Partially cloudy",moderate
istanbul,2022-02-03,0.4,26.701,rain,0,13.7,"Rain, Partially cloudy",cold
istanbul,2022-02-04,1.7,2.782,rain,0,113.1,"Rain, Partially cloudy",cold
istanbul,2022-02-05,2.9,0,unkwn,0,145.6,Clear,cold
istanbul,2022-02-06,5.9,0,unkwn,0,107.6,Partially cloudy,moderate
istanbul,2022-02-07,8.8,0.196,rain,0,116.9,"Rain, Partially cloudy",moderate
istanbul,2022-02-08,2.4,40.568,rain,0,12,"Rain, Partially cloudy",cold
istanbul,2022-02-09,1.9,22.336,rain,0,82,"Rain, Partially cloudy",cold
istanbul,2022-02-10,3.9,0,rain,0,134.2,Partially cloudy,cold
istanbul,2022-02-11,5.9,0,unkwn,0,159.9,Clear,moderate
istanbul,2022-02-12,6.3,0.044,rain,0,152.2,"Rain, Partially cloudy",moderate
istanbul,2022-02-13,2.9,0,rain,0,36.9,Partially cloudy,cold
istanbul,2022-02-14,3.5,0.599,rain,0,56,"Rain, Partially cloudy",cold
istanbul,2022-02-15,4.3,0.081,rain,0,125.8,Rain,cold
istanbul,2022-02-16,7.3,0,unkwn,0,141.6,Partially cloudy,moderate
istanbul,2022-02-17,9.1,0,unkwn,0,145.5,Partially cloudy,moderate
istanbul,2022-02-18,8.5,8.685,rain,0,28.6,"Rain, Partially cloudy",moderate
istanbul,2022-02-19,6.1,0,unkwn,0,169.1,Clear,moderate
istanbul,2022-02-20,9.7,0,unkwn,0,116.5,Partially cloudy,moderate
istanbul,2022-02-21,11.1,0,unkwn,0,149.2,Partially cloudy,moderate
istanbul,2022-02-22,13,0.093,rain,0,78.6,"Rain, Partially cloudy",moderate
istanbul,2022-02-23,7.5,8.373,rain,0,19.5,"Rain, Partially cloudy",moderate
istanbul,2022-02-24,2.2,16.057,rain,0,14.8,"Rain, Partially cloudy",cold
istanbul,2022-02-25,4.6,10.551,rain,0,28.3,"Rain, Partially cloudy",cold
istanbul,2022-02-26,6.8,0,unkwn,0,175.9,Partially cloudy,moderate
istanbul,2022-02-27,4,0,rain,0,51.6,Partially cloudy,cold
istanbul,2022-02-28,3.3,5.313,rain,0,35.4,"Rain, Partially cloudy",cold
istanbul,2022-03-01,0.8,1.804,rain,0,28.8,"Rain, Partially cloudy",cold
istanbul,2022-03-02,1,1.095,"rain,snow",0,100.2,"Snow, Rain, Partially cloudy",cold
istanbul,2022-03-03,1.6,3.571,rain,0,40.8,"Rain, Partially cloudy",cold
istanbul,2022-03-04,5.7,1.29,rain,0,147.8,"Rain, Partially cloudy",moderate
istanbul,2022-03-05,5.5,0,rain,0,112.4,Partially cloudy,moderate
istanbul,2022-03-06,3,0.012,rain,0,86.8,"Rain, Partially cloudy",cold
istanbul,2022-03-07,3,4.603,rain,0,25.5,"Rain, Overcast",cold
istanbul,2022-03-08,1.1,3.784,rain,0,33.8,"Rain, Partially cloudy",cold
istanbul,2022-03-09,0.2,0.728,rain,0,124.2,"Rain, Partially cloudy",cold
istanbul,2022-03-10,-3.1,4.432,"rain,snow",1,72,"Snow, Rain, Partially cloudy",cold
istanbul,2022-03-11,-5.3,6.536,"rain,snow",2.6,135.5,"Snow, Rain, Partially cloudy",cold
istanbul,2022-03-12,-6.2,3.729,"rain,snow",6.2,79.5,"Snow, Rain, Partially cloudy",cold
istanbul,2022-03-13,-1.3,7.642,"rain,snow",1.2,143.7,"Snow, Rain, Partially cloudy",cold
istanbul,2022-03-14,0.1,0.312,rain,0,115.1,"Rain, Partially cloudy",cold
istanbul,2022-03-15,2.6,0,snow,0,113.5,Partially cloudy,cold
istanbul,2022-03-16,4.2,0,unkwn,0,96.9,Partially cloudy,cold
istanbul,2022-03-17,2.7,4.287,rain,0,109.5,"Rain, Partially cloudy",cold
istanbul,2022-03-18,-3.6,2.64,"rain,snow",0.1,103.2,"Snow, Rain, Partially cloudy",cold
istanbul,2022-03-19,-3.9,6.314,"rain,snow",1.1,113.8,"Snow, Rain, Partially cloudy",cold
istanbul,2022-03-20,-0.7,5.679,"rain,snow",0.8,120.8,"Snow, Rain, Partially cloudy",cold
istanbul,2022-03-21,1.4,0,snow,0,143.2,Partially cloudy,cold
istanbul,2022-03-22,2.8,0.494,rain,0,84.3,"Rain, Partially cloudy",cold
istanbul,2022-03-23,2.5,0.328,rain,0,82.3,"Rain, Partially cloudy",cold
istanbul,2022-03-24,4.7,0.355,rain,0,180.6,"Rain, Partially cloudy",cold
istanbul,2022-03-25,7.2,0,rain,0,189.3,Partially cloudy,moderate
istanbul,2022-03-26,5.7,0.459,rain,0,168.3,"Rain, Partially cloudy",moderate
istanbul,2022-03-27,9.1,0,unkwn,0,206.8,Clear,moderate
istanbul,2022-03-28,9.8,0,unkwn,0,202.4,Partially cloudy,moderate
istanbul,2022-03-29,13,0.066,rain,0,122.5,"Rain, Partially cloudy",moderate
istanbul,2022-03-30,14,0,unkwn,0,202.5,Clear,moderate
istanbul,2022-03-31,14.6,0,unkwn,0,104.3,Partially cloudy,moderate
istanbul,2022-04-01,18.6,0,unkwn,0,129.3,Partially cloudy,pleasant
istanbul,2022-04-02,17.2,0,unkwn,0,213.8,Partially cloudy,pleasant
istanbul,2022-04-03,13.7,2.916,rain,0,161.8,"Rain, Partially cloudy",moderate
istanbul,2022-04-04,8,0.022,rain,0,227.9,"Rain, Partially cloudy",moderate
istanbul,2022-04-05,9,17.846,rain,0,54.8,"Rain, Partially cloudy",moderate
istanbul,2022-04-06,9,0,unkwn,0,199.3,Clear,moderate
istanbul,2022-04-07,11.9,0.808,rain,0,133.2,"Rain, Partially cloudy",moderate
istanbul,2022-04-08,14.8,1.701,rain,0,125.6,"Rain, Partially cloudy",moderate
istanbul,2022-04-09,16.9,0,unkwn,0,223.7,Clear,pleasant
istanbul,2022-04-10,17.6,0,unkwn,0,218.8,Partially cloudy,pleasant
istanbul,2022-04-11,6.6,4.794,rain,0,26.5,"Rain, Partially cloudy",moderate
istanbul,2022-04-12,8.9,4.239,rain,0,224.5,"Rain, Partially cloudy",moderate
istanbul,2022-04-13,9.6,0.044,rain,0,218.5,"Rain, Partially cloudy",moderate
istanbul,2022-04-14,11.2,0,unkwn,0,229.7,Clear,moderate
istanbul,2022-04-15,13.2,0,unkwn,0,219.5,Clear,moderate
istanbul,2022-04-16,14.4,0,unkwn,0,192.9,Partially cloudy,moderate
istanbul,2022-04-17,11.3,3.053,rain,0,55.9,"Rain, Partially cloudy",moderate
istanbul,2022-04-18,5.2,17.299,rain,0,19.9,"Rain, Partially cloudy",moderate
istanbul,2022-04-19,5.1,3.975,rain,0,35.6,"Rain, Partially cloudy",moderate
istanbul,2022-04-20,9.7,0,unkwn,0,227.8,Partially cloudy,moderate
istanbul,2022-04-21,10.8,1.33,rain,0,161.3,"Rain, Partially cloudy",moderate
istanbul,2022-04-22,14.9,0,unkwn,0,144.4,Partially cloudy,moderate
istanbul,2022-04-23,18.6,0,unkwn,0,142.3,Partially cloudy,pleasant
istanbul,2022-04-24,16.6,0,unkwn,0,216.8,Clear,pleasant
istanbul,2022-04-25,16,0,unkwn,0,233,Partially cloudy,pleasant
istanbul,2022-04-26,16.7,0,unkwn,0,194.4,Partially cloudy,pleasant
istanbul,2022-04-27,15.3,0,unkwn,0,225.3,Clear,pleasant
istanbul,2022-04-28,14.2,0,unkwn,0,205.3,Partially cloudy,moderate
istanbul,2022-04-29,14,0,unkwn,0,219.7,Partially cloudy,moderate
istanbul,2022-04-30,12.6,0,unkwn,0,44.4,Partially cloudy,moderate
istanbul,2022-05-01,13.3,0,unkwn,0,109.8,Partially cloudy,moderate
istanbul,2022-05-02,13.5,0,unkwn,0,194.8,Partially cloudy,moderate
istanbul,2022-05-03,11.6,2.153,rain,0,57.5,"Rain, Partially cloudy",moderate
istanbul,2022-05-04,11.8,0.398,rain,0,85.5,"Rain, Partially cloudy",moderate
istanbul,2022-05-05,12.4,0,unkwn,0,197.5,Partially cloudy,moderate
istanbul,2022-05-06,13.4,0,unkwn,0,211.9,Partially cloudy,moderate
istanbul,2022-05-07,13.1,0,unkwn,0,190.8,Partially cloudy,moderate
istanbul,2022-05-08,13,0,unkwn,0,212.7,Partially cloudy,moderate
istanbul,2022-05-09,13.1,0,unkwn,0,177.5,Partially cloudy,moderate
istanbul,2022-05-10,13.5,0,unkwn,0,248.5,Clear,moderate
istanbul,2022-05-11,14.6,0,unkwn,0,214.4,Partially cloudy,moderate
istanbul,2022-05-12,16.8,0,unkwn,0,249.4,Clear,pleasant
istanbul,2022-05-13,18.1,0,unkwn,0,249,Partially cloudy,pleasant
istanbul,2022-05-14,19.9,0,unkwn,0,241.6,Partially cloudy,pleasant
istanbul,2022-05-15,18.4,0.044,rain,0,205.2,"Rain, Partially cloudy",pleasant
istanbul,2022-05-16,18.5,0,unkwn,0,208,Partially cloudy,pleasant
istanbul,2022-05-17,19.6,0,unkwn,0,332.5,Clear,pleasant
istanbul,2022-05-18,16.6,9.637,rain,0,174,"Rain, Partially cloudy",pleasant
istanbul,2022-05-19,12.9,7.354,rain,0,190.3,"Rain, Partially cloudy",moderate
istanbul,2022-05-20,15,0,unkwn,0,252.5,Overcast,pleasant
istanbul,2022-05-21,16.9,0,unkwn,0,250.6,Partially cloudy,pleasant
istanbul,2022-05-22,18.4,0,unkwn,0,256.5,Partially cloudy,pleasant
istanbul,2022-05-23,18.3,0,rain,0,209.8,Partially cloudy,pleasant
istanbul,2022-05-24,18.8,0.33,rain,0,249,"Rain, Partially cloudy",pleasant
istanbul,2022-05-25,19.8,0.441,rain,0,233.9,"Rain, Partially cloudy",pleasant
istanbul,2022-05-26,21.9,0,rain,0,237.2,Clear,pleasant
istanbul,2022-05-27,21.8,0.154,rain,0,243.4,"Rain, Partially cloudy",pleasant
istanbul,2022-05-28,22.1,0,unkwn,0,243,Partially cloudy,pleasant
istanbul,2022-05-29,24.1,0,rain,0,236.7,Partially cloudy,pleasant
istanbul,2022-05-30,24.5,0,unkwn,0,245.4,Partially cloudy,pleasant
istanbul,2022-05-31,22.5,0,unkwn,0,234,Clear,pleasant
istanbul,2022-06-01,22,0,unkwn,0,244.1,Clear,pleasant
istanbul,2022-06-02,21.3,0,unkwn,0,313.2,Partially cloudy,pleasant
istanbul,2022-06-03,21.7,0,unkwn,0,156,Partially cloudy,pleasant
istanbul,2022-06-04,21.7,0,unkwn,0,185.7,Partially cloudy,pleasant
istanbul,2022-06-05,21.7,0,unkwn,0,212.1,Partially cloudy,pleasant
istanbul,2022-06-06,21.4,0,unkwn,0,186.9,Partially cloudy,pleasant
istanbul,2022-06-07,19.6,1.407,rain,0,197.8,"Rain, Partially cloudy",pleasant
istanbul,2022-06-08,19.8,0.088,rain,0,121.2,"Rain, Partially cloudy",pleasant
istanbul,2022-06-09,21,0.048,rain,0,225.8,"Rain, Partially cloudy",pleasant
istanbul,2022-06-10,23.5,0,unkwn,0,211.2,Partially cloudy,pleasant
istanbul,2022-06-11,21.7,2.26,rain,0,92.3,"Rain, Partially cloudy",pleasant
istanbul,2022-06-12,20.2,13.324,rain,0,101.5,"Rain, Partially cloudy",pleasant
istanbul,2022-06-13,21.4,0.087,rain,0,105.1,"Rain, Partially cloudy",pleasant
istanbul,2022-06-14,22.2,0,unkwn,0,238.6,Partially cloudy,pleasant
istanbul,2022-06-15,21.6,0,unkwn,0,130.3,Partially cloudy,pleasant
istanbul,2022-06-16,21.3,0,unkwn,0,258,Partially cloudy,pleasant
istanbul,2022-06-17,21.4,0,unkwn,0,334.9,Partially cloudy,pleasant
istanbul,2022-06-18,21.6,0,unkwn,0,202.1,Partially cloudy,pleasant
istanbul,2022-06-19,21.5,0,unkwn,0,168.8,Partially cloudy,pleasant
istanbul,2022-06-20,21.5,0.036,rain,0,104.1,"Rain, Partially cloudy",pleasant
istanbul,2022-06-21,22.6,1.501,rain,0,196.9,"Rain, Partially cloudy",pleasant
istanbul,2022-06-22,24.5,0,rain,0,193.9,Partially cloudy,pleasant
istanbul,2022-06-23,23.3,0.12,rain,0,281.5,"Rain, Partially cloudy",pleasant
istanbul,2022-06-24,22.8,0,unkwn,0,317.7,Partially cloudy,pleasant
istanbul,2022-06-25,23.2,0,unkwn,0,263.1,Partially cloudy,pleasant
